home_avg_goals_scored_l5,home_avg_goals_conceded_l5,home_ppg_l5,home_win_rate_l5,home_form_momentum,home_scoring_consistency,home_availability_rate,home_key_players_out,away_avg_goals_scored_l5,away_avg_goals_conceded_l5,away_ppg_l5,away_win_rate_l5,away_form_momentum,away_scoring_consistency,away_availability_rate,away_key_players_out,home_prev_gw_result,home_prev_gw_goals_scored,home_prev_gw_goals_conceded,home_prev_gw_was_home,home_days_since_last_match,home_prev_gw_result_encoded,away_prev_gw_result,away_prev_gw_goals_scored,away_prev_gw_goals_conceded,away_prev_gw_was_home,away_days_since_last_match,away_prev_gw_result_encoded,home_league_position,home_points,home_goal_difference,home_position_category,home_position_category_encoded,away_league_position,away_points,away_goal_difference,away_position_category,away_position_category_encoded,h2h_matches,h2h_home_goals_avg,h2h_away_goals_avg,attack_differential,defense_differential,form_differential,availability_differential,rest_differential,position_differential,points_differential,goal_difference_differential,home_position_strength,away_position_strength,gameweek,home_goals,away_goals,season,home_avg_goals_scored_l10,home_avg_goals_conceded_l10,home_ppg_l10,home_win_rate_l10,home_clean_sheets_l5,home_btts_l5,home_high_scoring_rate,home_low_scoring_rate,home_squad_depth,home_venue_ppg,home_venue_goals_avg,away_avg_goals_scored_l10,away_avg_goals_conceded_l10,away_ppg_l10,away_win_rate_l10,away_clean_sheets_l5,away_btts_l5,away_high_scoring_rate,away_low_scoring_rate,away_squad_depth,away_venue_ppg,away_venue_goals_avg
1.0,3.0,0.6,0.2,0.0,0.4142135623730951,100.0,0,4.0,0.6,3.0,1.0,0.0,0.38742588672279304,59.279903926766806,3,L,0.0,1.0,0,8,-1,W,4.0,1.0,1,9,1,20,13,-44,relegation,0,3,58,39,top_4,4,1,1.5,0.0,-3.0,-2.4,-2.4,40.720096073233194,-1,-17,-45,-83,0.05,0.9,27,0,6,2023-24,1.0,2.5,0.5,0.1,0.0,0.4,0.4,0.6,5.0,0.8,1.0,2.9,0.8,2.2,0.7,0.4,0.6,1.0,0.0,6.0,2.0,3.0
1.8,1.4,1.8,0.6,-0.75,0.5444665782197482,72.93818660613744,2,1.0,1.8,0.6,0.0,-0.25,0.585786437626905,100.0,0,L,1.0,3.0,0,5,-1,L,1.0,3.0,1,6,-1,6,44,-2,top_half,3,13,31,-8,mid_table,2,1,1.5,3.0,0.8,0.40000000000000013,1.2000000000000002,-27.061813393862565,-1,7,13,6,0.75,0.4,28,2,0,2023-24,1.9,1.8,1.6,0.5,0.2,0.8,0.6,0.4,7.0,1.4,1.8,0.7,1.7,0.5,0.0,0.0,0.8,0.2,0.8,5.0,0.4,0.4
1.2,1.4,1.0,0.2,0.5,0.5444665782197482,86.58238773648536,2,0.6,3.6,0.6,0.2,0.0,0.42705098312484224,100.0,0,W,2.0,0.0,0,6,1,L,0.0,6.0,1,4,-1,14,31,-12,mid_table,2,20,13,-50,relegation,0,1,1.5,3.0,0.6,2.2,0.4,-13.417612263514641,2,6,18,38,0.35,0.05,28,2,2,2023-24,1.4,1.7,1.2,0.3,0.2,0.6,0.4,0.6,5.0,1.0,1.2,1.0,2.9,0.5,0.1,0.0,0.2,0.2,0.8,5.0,0.8,1.2
1.4,2.2,0.8,0.2,0.0,0.5278640450004206,100.0,0,1.8,3.2,0.2,0.0,-0.25,0.43405783005789955,100.0,0,L,1.0,3.0,0,7,-1,L,2.0,3.0,1,6,-1,15,28,-15,bottom_half,1,18,20,-17,relegation,0,1,1.5,1.0,-0.40000000000000013,1.0,0.6000000000000001,0.0,1,3,8,2,0.3,0.15,28,1,1,2023-24,1.5,2.2,1.1,0.3,0.2,0.8,0.2,0.8,9.0,2.0,2.2,2.0,2.2,1.1,0.3,0.0,1.0,0.4,0.6,5.0,1.0,2.0
1.4,1.6,1.8,0.6,-0.75,0.3740666961489728,100.0,0,2.2,1.2,2.0,0.6,0.5,0.5444665782197482,100.0,0,L,0.0,3.0,0,7,-1,W,3.0,0.0,1,7,1,10,38,-3,top_half,3,12,35,-3,mid_table,2,1,1.5,2.0,-0.8000000000000003,-0.40000000000000013,-0.19999999999999996,0.0,0,2,3,0,0.55,0.45,28,2,1,2023-24,1.9,1.4,1.9,0.6,0.2,0.4,0.4,0.6,5.0,1.8,1.8,1.3,1.3,1.4,0.4,0.2,0.8,0.8,0.2,5.0,0.8,0.8
4.8,0.4,3.0,1.0,0.0,0.4340578300578996,59.279903926766806,3,1.4,2.2,0.8,0.2,-0.5,0.5278640450004206,100.0,0,W,6.0,0.0,0,4,1,D,2.0,2.0,1,7,0,3,61,45,top_4,4,16,26,-11,bottom_half,1,1,1.5,1.0,3.4,1.8000000000000003,2.2,-40.720096073233194,-3,13,35,56,0.9,0.25,28,2,1,2023-24,3.3,0.8,2.2,0.7,0.6,0.4,1.0,0.0,6.0,2.4,2.8,1.5,2.6,0.7,0.2,0.2,0.6,0.6,0.4,5.0,0.6,1.4
3.0,1.4,2.4,0.8,0.0,0.38742588672279304,100.0,0,2.2,1.6,2.0,0.6,0.0,0.5444665782197482,100.0,0,W,3.0,2.0,0,7,1,W,3.0,1.0,1,7,1,4,55,22,top_4,4,5,50,16,top_half,3,1,1.5,2.0,0.7999999999999998,0.20000000000000018,0.3999999999999999,0.0,0,1,5,6,0.85,0.8,28,0,4,2023-24,2.2,1.6,1.7,0.5,0.2,0.8,0.8,0.2,4.0,1.4,2.0,2.2,1.6,2.0,0.6,0.0,1.0,0.8,0.2,5.0,1.2,2.2
1.4,2.8,1.2,0.4,0.75,0.339056738914926,100.0,0,0.6,3.0,0.2,0.0,-0.25,0.5278640450004206,98.4479500818232,0,W,3.0,1.0,0,7,1,L,0.0,2.0,1,7,-1,7,42,-4,top_half,3,20,13,-35,relegation,0,1,1.5,2.0,0.7999999999999999,0.20000000000000018,1.0,1.552049918176806,0,13,29,31,0.7,0.05,28,2,2,2023-24,1.4,1.7,1.5,0.4,0.0,0.4,0.4,0.6,5.0,1.6,1.4,0.9,2.4,0.5,0.1,0.0,0.4,0.2,0.8,10.0,0.6,1.2
2.2,1.4,1.4,0.4,-0.75,0.3156617132075351,79.90063559576589,2,1.4,1.8,0.8,0.2,-0.25,0.5278640450004206,100.0,0,L,0.0,3.0,0,7,-1,L,0.0,1.0,1,7,-1,10,39,5,top_half,3,17,24,-15,bottom_half,1,1,1.5,3.0,0.8000000000000003,0.40000000000000013,0.5999999999999999,-20.09936440423411,0,7,15,20,0.55,0.2,28,1,0,2023-24,1.6,1.4,1.3,0.3,0.2,0.6,0.4,0.6,7.0,1.8,2.0,1.7,1.9,1.0,0.3,0.2,0.6,0.6,0.4,5.0,1.0,1.8
2.6,1.2,2.4,0.8,0.75,0.3973654529310078,100.0,0,1.6,0.4,2.6,0.8,0.0,0.5278640450004206,100.0,0,W,1.0,0.0,0,8,1,W,3.0,1.0,1,7,1,2,63,39,top_4,4,3,62,35,top_4,4,1,1.5,1.0,1.0,-0.7999999999999999,-0.20000000000000018,0.0,1,1,1,4,0.95,0.9,28,1,1,2023-24,2.8,1.0,2.5,0.8,0.2,0.8,0.6,0.4,5.0,2.6,3.2,2.2,0.7,2.8,0.9,0.6,0.4,0.4,0.6,5.0,3.0,2.4
1.8,2.4,1.0,0.2,0.25,0.5444665782197482,100.0,0,2.6,2.4,1.6,0.4,0.5,0.4672514169971265,100.0,0,D,2.0,2.0,0,9,0,W,3.0,0.0,1,9,1,11,36,1,mid_table,2,10,40,12,top_half,3,1,1.5,1.0,-0.8,0.0,-0.6000000000000001,0.0,0,-1,-4,-11,0.5,0.55,28,3,2,2023-24,1.8,1.7,1.7,0.5,0.0,1.0,0.6,0.4,6.0,2.4,2.0,2.1,2.4,1.1,0.3,0.2,0.8,0.8,0.2,5.0,1.2,1.8
1.4,1.6,1.0,0.2,0.25,0.5278640450004206,86.58238773648536,2,1.2,2.6,0.2,0.0,0.25,0.6909830056250527,100.0,0,D,2.0,2.0,1,4,0,D,1.0,1.0,0,4,0,13,32,-12,mid_table,2,18,21,-17,relegation,0,0,1.5,1.5,0.19999999999999996,1.0,0.8,-13.417612263514641,0,5,11,5,0.4,0.15,17,4,3,2023-24,1.3,1.7,1.0,0.2,0.2,0.6,0.6,0.4,5.0,1.0,1.2,2.0,2.3,0.9,0.2,0.0,1.0,0.2,0.8,5.0,1.2,2.0
0.6,3.0,0.2,0.0,0.25,0.5278640450004206,98.4479500818232,0,1.2,2.6,0.2,0.0,0.0,0.5444665782197482,100.0,0,D,2.0,2.0,0,6,0,L,1.0,2.0,0,6,-1,19,14,-35,relegation,0,16,26,-12,bottom_half,1,1,1.5,0.0,-0.6,-0.3999999999999999,0.0,-1.552049918176806,0,-3,-12,-23,0.1,0.25,29,2,1,2023-24,0.9,2.6,0.3,0.0,0.0,0.4,0.2,0.8,10.0,0.4,0.6,1.5,2.4,0.7,0.2,0.0,0.8,0.4,0.6,5.0,0.6,1.4
1.6,2.8,0.2,0.0,0.0,0.5278640450004206,100.0,0,1.2,1.8,0.6,0.2,0.0,0.4772255750516611,100.0,0,L,3.0,4.0,0,2,-1,L,0.0,1.0,0,6,-1,18,21,-18,relegation,0,17,24,-16,bottom_half,1,1,1.5,2.0,0.40000000000000013,-0.9999999999999998,-0.39999999999999997,0.0,-4,-1,-3,-2,0.15,0.2,29,1,1,2023-24,2.0,2.5,0.6,0.1,0.0,1.0,0.4,0.6,5.0,0.6,2.0,1.5,1.7,1.0,0.3,0.2,0.4,0.6,0.4,5.0,0.8,1.6
2.0,1.2,1.8,0.6,-0.75,0.5,100.0,0,2.4,1.2,2.0,0.6,0.5,0.4672514169971265,100.0,0,L,1.0,2.0,0,7,-1,W,4.0,0.0,0,6,1,12,35,-4,mid_table,2,5,53,20,top_half,3,1,1.5,0.0,-0.3999999999999999,0.0,-0.19999999999999996,0.0,1,-7,-18,-24,0.45,0.8,29,3,0,2023-24,1.4,1.3,1.4,0.4,0.2,0.8,0.6,0.4,5.0,2.0,1.8,2.4,1.6,2.0,0.6,0.2,0.8,0.8,0.2,5.0,1.6,2.4
1.8,2.6,1.4,0.4,0.25,0.3585701736362872,100.0,0,2.0,2.2,1.8,0.6,0.0,0.38742588672279304,100.0,0,D,2.0,2.0,1,7,0,L,0.0,4.0,1,7,-1,7,43,-4,top_half,3,4,55,18,top_4,4,1,1.5,1.0,-0.19999999999999996,-0.3999999999999999,-0.40000000000000013,0.0,0,-3,-12,-22,0.7,0.85,29,1,1,2023-24,1.4,1.9,1.3,0.3,0.0,0.6,0.6,0.4,5.0,1.2,1.4,2.1,1.9,1.6,0.5,0.0,0.8,0.6,0.4,4.0,2.0,2.4
2.2,2.2,1.4,0.4,-0.75,0.5444665782197482,100.0,0,2.0,1.6,1.6,0.4,0.25,0.38742588672279304,100.0,0,L,2.0,3.0,0,18,-1,D,1.0,1.0,1,12,0,10,40,11,top_half,3,7,44,-4,top_half,3,1,1.5,2.0,0.20000000000000018,-0.6000000000000001,-0.20000000000000018,0.0,6,-3,-4,15,0.55,0.7,30,4,3,2023-24,2.3,2.6,1.1,0.3,0.2,0.8,0.8,0.2,5.0,1.0,2.4,1.3,2.0,1.1,0.2,0.0,0.8,0.6,0.4,5.0,1.4,1.4
1.0,3.0,0.8,0.2,-0.5,0.4142135623730951,100.0,0,2.0,1.0,1.8,0.6,0.75,0.5,100.0,0,D,2.0,2.0,0,21,0,W,3.0,0.0,1,13,1,20,14,-50,relegation,0,12,38,-1,mid_table,2,1,1.5,1.0,-1.0,-2.0,-1.0,0.0,8,-8,-24,-49,0.05,0.45,30,3,3,2023-24,1.1,3.0,0.5,0.1,0.0,0.4,0.4,0.6,5.0,0.2,0.8,1.7,1.0,1.7,0.5,0.4,0.6,0.6,0.4,5.0,0.8,1.0
2.0,1.6,1.6,0.4,0.5,0.4142135623730951,86.58238773648536,2,0.6,1.8,0.4,0.0,0.0,0.6461106321354769,100.0,0,W,4.0,3.0,1,16,1,L,0.0,2.0,0,21,-1,13,35,-11,mid_table,2,14,31,-10,mid_table,2,1,1.5,0.0,1.4,0.19999999999999996,1.2000000000000002,-13.417612263514641,-5,1,4,-1,0.4,0.35,30,2,1,2023-24,1.4,2.0,1.0,0.2,0.2,0.6,0.8,0.2,5.0,1.0,1.4,0.6,1.7,0.5,0.0,0.0,0.6,0.0,1.0,5.0,0.4,0.2
2.2,2.0,1.6,0.4,0.75,0.5444665782197482,100.0,0,0.8,2.6,0.8,0.2,0.75,0.4772255750516611,98.4479500818232,0,W,3.0,2.0,1,18,1,W,2.0,1.0,1,14,1,11,39,2,mid_table,2,19,17,-34,relegation,0,1,1.5,4.0,1.4000000000000001,0.6000000000000001,0.8,1.552049918176806,4,8,22,36,0.5,0.1,30,2,2,2023-24,1.9,1.9,1.7,0.5,0.0,1.0,0.8,0.2,6.0,2.4,2.0,1.1,2.5,0.6,0.1,0.0,0.4,0.4,0.6,10.0,0.2,1.2
1.0,1.4,0.8,0.2,-0.5,0.5,100.0,0,1.4,1.6,1.0,0.2,0.25,0.5278640450004206,100.0,0,D,1.0,1.0,0,14,0,D,1.0,1.0,1,21,0,17,25,-16,bottom_half,1,15,29,-15,bottom_half,1,1,1.5,0.0,-0.3999999999999999,0.20000000000000018,-0.19999999999999996,0.0,-7,-2,-4,-1,0.2,0.3,30,1,1,2023-24,1.3,1.7,0.8,0.2,0.2,0.4,0.4,0.6,5.0,1.2,1.4,1.5,2.2,1.1,0.3,0.2,0.8,0.2,0.8,9.0,0.2,0.8
2.0,1.4,1.8,0.6,-0.75,0.38742588672279304,100.0,0,1.6,2.6,0.4,0.0,0.25,0.5278640450004206,100.0,0,L,0.0,3.0,0,13,-1,D,1.0,1.0,1,14,0,5,53,17,top_half,3,18,22,-18,relegation,0,1,1.5,1.0,0.3999999999999999,1.2000000000000002,1.4,0.0,-1,13,31,35,0.8,0.15,30,2,1,2023-24,2.2,1.8,1.7,0.5,0.2,0.6,0.6,0.4,5.0,2.4,2.4,1.9,2.3,0.7,0.1,0.0,1.0,0.4,0.6,5.0,0.6,2.0
2.0,2.0,2.0,0.6,-0.5,0.38742588672279304,100.0,0,1.0,1.4,1.8,0.6,0.75,0.5,100.0,0,D,1.0,1.0,0,13,0,W,2.0,1.0,1,21,1,5,56,18,top_half,3,10,41,-2,top_half,3,1,1.5,1.0,1.0,-0.6000000000000001,0.19999999999999996,0.0,-8,5,15,20,0.8,0.55,30,2,0,2023-24,2.0,1.7,1.7,0.5,0.0,0.8,0.6,0.4,4.0,1.2,1.8,1.9,1.4,1.9,0.6,0.2,0.4,0.4,0.6,5.0,2.0,2.0
1.2,2.2,0.2,0.0,0.0,0.5444665782197482,100.0,0,1.6,1.4,1.8,0.6,0.0,0.646110632135477,72.93818660613744,2,L,1.0,2.0,0,14,-1,W,2.0,0.0,1,21,1,16,26,-13,bottom_half,1,6,47,0,top_half,3,1,1.5,1.0,-0.40000000000000013,-0.8000000000000003,-1.6,27.061813393862565,-7,-10,-21,-13,0.25,0.75,30,1,1,2023-24,1.5,2.3,0.7,0.2,0.0,0.8,0.4,0.6,5.0,0.8,1.6,2.1,1.6,1.9,0.6,0.2,0.8,0.6,0.4,7.0,1.8,2.0
2.6,0.8,2.6,0.8,-0.5,0.39736545293100783,100.0,0,1.6,1.2,1.4,0.4,0.75,0.33905673891492605,79.90063559576589,2,D,1.0,1.0,1,20,0,W,1.0,0.0,1,20,1,2,64,39,top_4,4,9,42,6,top_half,3,1,1.5,2.0,1.0,0.3999999999999999,1.2000000000000002,20.09936440423411,0,7,22,33,0.95,0.6,30,2,1,2023-24,2.8,1.0,2.5,0.8,0.2,0.8,0.6,0.4,5.0,2.6,3.2,1.6,1.3,1.5,0.4,0.4,0.4,0.2,0.8,7.0,0.8,1.2
1.4,0.6,2.2,0.6,0.0,0.5278640450004206,100.0,0,4.6,0.4,3.0,1.0,0.0,0.3740666961489728,59.279903926766806,3,D,1.0,1.0,0,20,0,W,2.0,1.0,1,21,1,3,63,35,top_4,4,2,64,46,top_4,4,1,1.5,0.0,-3.1999999999999997,-0.19999999999999996,-0.7999999999999998,40.720096073233194,-1,-1,-1,-11,0.9,0.95,30,0,0,2023-24,2.0,0.7,2.6,0.8,0.4,0.6,0.2,0.8,5.0,2.6,2.0,3.4,0.8,2.4,0.8,0.6,0.4,1.0,0.0,6.0,2.4,4.0
0.8,1.6,0.4,0.0,0.25,0.5444665782197482,100.0,0,2.4,1.2,2.0,0.6,-0.5,0.5278640450004206,100.0,0,D,1.0,1.0,1,3,0,D,3.0,3.0,0,3,0,17,26,-16,bottom_half,1,12,39,-1,mid_table,2,1,1.5,0.0,-1.5999999999999999,-0.40000000000000013,-1.6,0.0,0,-5,-13,-15,0.2,0.45,31,3,1,2023-24,1.2,1.7,0.6,0.1,0.0,0.6,0.2,0.8,5.0,0.8,1.2,1.8,1.2,1.5,0.4,0.4,0.6,0.8,0.2,5.0,1.0,1.6
2.4,2.4,1.4,0.4,0.5,0.4672514169971265,100.0,0,0.8,1.8,0.4,0.0,-0.25,0.6909830056250527,100.0,0,W,4.0,3.0,1,3,1,L,1.0,2.0,0,3,-1,8,43,12,top_half,3,14,31,-11,mid_table,2,1,1.5,0.0,1.5999999999999999,-0.5999999999999999,0.9999999999999999,0.0,0,6,12,23,0.65,0.35,31,1,1,2023-24,2.6,2.6,1.4,0.4,0.2,0.8,0.8,0.2,5.0,1.6,3.0,0.6,1.6,0.5,0.0,0.0,0.8,0.0,1.0,5.0,0.4,0.4
2.0,1.4,2.0,0.6,0.75,0.4142135623730951,86.58238773648536,2,1.4,1.2,1.2,0.2,0.0,0.5278640450004205,100.0,0,W,2.0,1.0,1,3,1,D,1.0,1.0,0,3,0,13,38,-10,mid_table,2,15,30,-15,bottom_half,1,1,1.5,2.0,0.6000000000000001,-0.19999999999999996,0.8,-13.417612263514641,0,2,8,5,0.4,0.3,31,1,0,2023-24,1.5,1.8,1.3,0.3,0.2,0.6,0.8,0.2,5.0,1.6,1.8,1.5,2.1,1.2,0.3,0.2,0.8,0.2,0.8,9.0,0.4,0.8
1.2,2.0,1.0,0.2,0.25,0.4772255750516611,98.4479500818232,0,1.0,1.4,1.8,0.6,-0.75,0.5,100.0,0,D,2.0,2.0,0,3,0,L,0.0,2.0,0,3,-1,19,18,-34,relegation,0,10,41,-4,top_half,3,1,1.5,0.0,0.19999999999999996,-0.6000000000000001,-0.8,-1.552049918176806,0,-9,-23,-30,0.1,0.55,31,1,1,2023-24,1.1,2.4,0.7,0.1,0.0,0.6,0.6,0.4,10.0,1.0,1.0,1.5,1.5,1.6,0.5,0.2,0.4,0.4,0.6,5.0,1.4,1.2
2.6,2.0,1.6,0.4,-0.75,0.4672514169971265,100.0,0,2.0,1.4,1.8,0.6,0.75,0.38742588672279304,100.0,0,L,3.0,4.0,0,3,-1,W,2.0,1.0,1,3,1,8,44,-5,top_half,3,5,56,18,top_half,3,1,1.5,2.0,0.6000000000000001,-0.6000000000000001,-0.19999999999999996,0.0,0,-3,-12,-23,0.65,0.8,31,1,1,2023-24,1.6,2.4,1.0,0.2,0.0,1.0,0.8,0.2,5.0,1.2,1.6,2.2,1.5,2.0,0.6,0.2,0.6,0.6,0.4,5.0,1.0,2.0
3.4,0.4,2.6,0.8,-0.5,0.29339977411634566,59.279903926766806,3,1.6,2.2,0.4,0.0,0.0,0.5278640450004206,100.0,0,D,0.0,0.0,0,3,0,L,1.0,2.0,0,4,-1,2,65,46,top_4,4,18,22,-19,relegation,0,1,1.5,4.0,1.7999999999999998,1.8000000000000003,2.2,-40.720096073233194,-1,16,43,65,0.95,0.15,31,2,0,2023-24,3.4,0.6,2.5,0.8,0.6,0.4,0.8,0.2,6.0,2.4,2.8,1.9,2.4,0.6,0.1,0.0,1.0,0.4,0.6,5.0,0.4,2.0
1.4,2.2,0.4,0.0,0.25,0.646110632135477,100.0,0,1.6,1.2,1.4,0.4,-0.75,0.33905673891492605,79.90063559576589,2,D,1.0,1.0,1,3,0,L,1.0,2.0,0,3,-1,17,27,-13,bottom_half,1,9,42,5,top_half,3,1,1.5,1.0,-0.20000000000000018,-1.0000000000000002,-0.9999999999999999,20.09936440423411,0,-8,-15,-18,0.2,0.6,31,0,0,2023-24,1.3,2.2,0.5,0.1,0.0,1.0,0.4,0.6,5.0,1.0,1.6,1.3,1.3,1.2,0.3,0.4,0.4,0.2,0.8,7.0,0.6,1.4
1.2,0.4,2.2,0.6,-0.5,0.4772255750516611,100.0,0,2.0,1.8,2.0,0.6,0.0,0.38742588672279304,100.0,0,D,0.0,0.0,1,3,0,W,2.0,0.0,1,4,1,3,64,35,top_4,4,4,59,20,top_4,4,1,1.5,0.0,-0.8,1.4,0.20000000000000018,0.0,-1,1,5,15,0.9,0.85,31,4,1,2023-24,1.8,0.7,2.4,0.7,0.6,0.4,0.2,0.8,5.0,2.2,1.4,1.9,1.5,1.7,0.5,0.2,0.6,0.6,0.4,4.0,2.2,2.2
2.4,0.8,2.6,0.8,0.0,0.3973654529310078,100.0,0,1.0,3.4,0.4,0.0,0.25,0.4142135623730951,100.0,0,W,2.0,1.0,1,4,1,D,3.0,3.0,1,5,0,2,67,40,top_4,4,20,15,-50,relegation,0,1,1.5,2.0,1.4,2.5999999999999996,2.2,0.0,-1,18,52,90,0.95,0.05,31,3,1,2023-24,2.8,1.1,2.5,0.8,0.2,0.8,0.6,0.4,5.0,2.6,2.8,1.2,3.0,0.6,0.1,0.0,0.4,0.4,0.6,5.0,0.8,1.4
2.2,1.6,1.8,0.4,-0.5,0.5444665782197482,100.0,0,1.4,1.4,1.4,0.4,-0.5,0.646110632135477,72.93818660613744,2,D,2.0,2.0,1,5,0,D,1.0,1.0,0,4,0,12,40,2,mid_table,2,6,48,0,top_half,3,1,1.5,1.0,0.8000000000000003,-0.20000000000000018,0.40000000000000013,27.061813393862565,1,-6,-8,2,0.45,0.75,31,4,3,2023-24,2.0,1.9,1.8,0.5,0.0,1.0,0.8,0.2,6.0,2.0,2.0,1.9,1.5,1.7,0.5,0.2,0.8,0.4,0.6,7.0,2.0,2.0
1.2,1.2,1.0,0.2,-0.75,0.4772255750516611,100.0,0,1.8,0.6,2.2,0.6,0.0,0.37833392500911667,100.0,0,L,0.0,1.0,0,3,-1,W,4.0,1.0,1,2,1,15,30,-16,bottom_half,1,3,67,38,top_4,4,1,1.5,2.0,-0.6000000000000001,-0.6,-1.2000000000000002,0.0,1,-12,-37,-54,0.3,0.9,32,2,4,2023-24,1.2,2.1,0.9,0.2,0.2,0.6,0.2,0.8,9.0,2.0,2.2,1.9,0.6,2.4,0.7,0.4,0.6,0.4,0.6,5.0,2.6,2.2
1.4,2.2,1.4,0.4,-0.75,0.4672514169971265,100.0,0,1.0,1.4,0.6,0.0,0.0,0.585786437626905,100.0,0,L,1.0,4.0,0,2,-1,D,0.0,0.0,1,2,0,4,59,17,top_4,4,17,28,-13,bottom_half,1,1,1.5,2.0,0.3999999999999999,-0.8000000000000003,0.7999999999999999,0.0,0,13,31,30,0.85,0.2,32,3,3,2023-24,2.0,1.9,1.6,0.5,0.2,0.6,0.4,0.6,4.0,1.2,1.6,1.1,1.9,0.6,0.1,0.2,0.8,0.2,0.8,5.0,0.6,1.2
0.8,1.8,0.4,0.0,0.0,0.6909830056250527,100.0,0,1.4,1.6,1.2,0.2,0.25,0.5278640450004206,98.4479500818232,0,D,1.0,1.0,0,3,0,D,1.0,1.0,1,3,0,14,32,-11,mid_table,2,19,19,-34,relegation,0,1,1.5,2.0,-0.5999999999999999,-0.19999999999999996,-0.7999999999999999,1.552049918176806,0,5,13,23,0.35,0.1,32,1,0,2023-24,0.7,1.4,0.6,0.0,0.0,0.8,0.0,1.0,5.0,0.6,1.0,1.1,2.4,0.7,0.1,0.0,0.8,0.6,0.4,10.0,0.4,1.2
2.2,1.6,1.4,0.4,-0.75,0.47722557505166113,100.0,0,2.2,2.2,1.4,0.4,0.25,0.4340578300578996,100.0,0,L,1.0,3.0,0,3,-1,D,1.0,1.0,1,3,0,13,39,-3,mid_table,2,8,44,12,top_half,3,1,1.5,0.0,0.0,0.6000000000000001,0.0,0.0,0,-5,-5,-15,0.4,0.65,32,0,1,2023-24,1.9,1.4,1.5,0.4,0.4,0.6,0.6,0.4,5.0,2.0,2.0,2.5,2.3,1.5,0.4,0.2,0.8,0.6,0.4,5.0,1.2,2.2
1.2,2.0,0.4,0.0,-0.25,0.4772255750516611,100.0,0,2.2,1.2,2.6,0.8,0.0,0.47722557505166113,86.58238773648536,2,L,0.0,2.0,0,2,-1,W,1.0,0.0,1,3,1,18,22,-21,relegation,0,12,41,-9,mid_table,2,1,1.5,3.0,-1.0000000000000002,-0.8,-2.2,13.417612263514641,-1,-6,-19,-12,0.15,0.45,32,2,1,2023-24,1.5,2.6,0.3,0.0,0.0,0.8,0.2,0.8,5.0,0.8,1.8,1.6,1.4,1.6,0.4,0.4,0.6,0.8,0.2,5.0,1.0,1.4
0.8,1.4,1.4,0.4,-0.5,0.5444665782197482,100.0,0,2.0,1.8,1.2,0.2,-0.5,0.5,100.0,0,D,1.0,1.0,0,3,0,D,1.0,1.0,1,3,0,11,42,-4,mid_table,2,8,45,-5,top_half,3,1,1.5,0.0,-1.2,0.40000000000000013,0.19999999999999996,0.0,0,-3,-3,1,0.5,0.65,32,1,2,2023-24,1.3,1.6,1.4,0.4,0.2,0.4,0.2,0.8,5.0,1.8,1.8,1.5,2.3,1.0,0.2,0.0,1.0,0.6,0.4,5.0,0.8,1.6
0.6,1.2,1.0,0.2,0.0,0.6461106321354769,79.90063559576589,2,2.8,0.4,2.6,0.8,0.0,0.304845440523399,59.279903926766806,3,D,0.0,0.0,0,2,0,W,2.0,0.0,1,2,1,9,43,5,top_half,3,3,68,48,top_4,4,1,1.5,0.0,-2.1999999999999997,-0.7999999999999999,-1.6,20.620731668999085,0,-6,-25,-43,0.6,0.9,32,0,3,2023-24,1.3,1.3,1.2,0.3,0.4,0.4,0.0,1.0,7.0,2.2,2.0,3.5,0.4,2.8,0.9,0.6,0.4,0.8,0.2,6.0,2.6,3.8
1.6,2.0,0.8,0.2,0.0,0.5278640450004206,72.93818660613744,2,2.2,0.8,2.6,0.8,0.0,0.4340578300578996,100.0,0,L,3.0,4.0,0,2,-1,W,3.0,1.0,1,2,1,6,48,-1,top_half,3,2,70,42,top_4,4,1,1.5,0.0,-0.6000000000000001,-1.2,-1.8,-27.061813393862565,0,-4,-22,-43,0.75,0.95,32,2,2,2023-24,2.1,1.7,1.7,0.5,0.2,0.8,0.4,0.6,7.0,2.0,2.2,2.7,1.0,2.5,0.8,0.2,0.8,0.6,0.4,5.0,2.4,2.4
1.2,3.0,0.4,0.0,0.0,0.4340578300578996,100.0,0,2.4,2.0,1.8,0.4,0.5,0.4672514169971265,100.0,0,L,1.0,3.0,0,2,-1,W,4.0,3.0,1,2,1,20,15,-52,relegation,0,9,43,3,top_half,3,1,1.5,0.0,-1.2,-1.0,-1.4,0.0,0,-11,-28,-55,0.05,0.6,32,2,2,2023-24,1.3,3.1,0.6,0.1,0.0,0.6,0.4,0.6,5.0,0.4,1.0,2.2,2.1,1.8,0.5,0.0,1.0,0.8,0.2,6.0,1.6,2.0
2.0,1.2,2.0,0.6,-0.5,0.38742588672279304,100.0,0,1.0,1.0,1.0,0.2,0.75,0.4494897427831781,100.0,0,D,1.0,1.0,0,4,0,W,3.0,1.0,1,4,1,5,57,18,top_half,3,17,29,-14,bottom_half,1,1,1.5,2.0,1.0,-0.19999999999999996,1.0,0.0,0,12,28,32,0.8,0.2,32,3,1,2023-24,2.0,1.5,1.8,0.5,0.2,0.6,0.6,0.4,5.0,2.4,2.2,1.3,1.5,0.9,0.2,0.0,0.6,0.2,0.8,5.0,0.4,1.2
